CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
tablet android,tbadvsp5731bk,"tablet advance sp5731, 10.1 ips 1280*800, 32gb, 2gb ram, android 9 , wifi[@@@]proces",0,105.53,D,advance computer corp,,
tablet android,tbadvtr6959grn,"tablet advance intro tr6959, 7 ips 1024x600, android 12 go edition , 32gb, 2gb ram, ",0,61.31,D,advance computer corp,$46.00,R6851: Detalle de #PROMOCIONR6851
tablet android,tbadvtr6959ment,"tablet advance intro tr6959, 7 ips 1024x600, android 12 go edition , 32gb, 2gb ram, ",0,61.31,D,advance computer corp,$46.00,R6850: Detalle de #PROMOCIONR6850
tablet android,tbadvtr6959pnk,"tablet advance intro tr6959, 7 ips 1024x600, android 12 go edition , 32gb, 2gb ram, ",0,61.31,D,advance computer corp,$46.00,R6852: Detalle de #PROMOCIONR6852
tablet android,tbadvtr7996blu,"tablet advance intro tr7996, 7 ips 1024x600, android 11 go, 3g, dual sim, 32gb, ram ",20,64.82,D,advance computer corp,$56.00,R6860: Detalle de #PROMOCIONR6860
tablet android,tbadvtr7996pnk,"tablet advance intro tr7996, 7 ips 1024x600, android 11 go, 3g, dual sim, 32gb, ram ",20,64.82,D,advance computer corp,$56.00,R6859: Detalle de #PROMOCIONR6859
tablet android,tbadvtr7996yll,"tablet advance intro tr7996, 7 ips 1024x600, android 11 go, 3g, dual sim, 32gb, ram ",20,64.82,D,advance computer corp,$56.00,R6858: Detalle de #PROMOCIONR6858
tablet android,tblenzac30104pe,"tablet lenovo tab m9, 9 hd (1340x800) ips, touch(in-cell, 10-point multi-touch)[@@@]",20,121.61,D,lenovo - idea,$99.00,R8119: Detalle de #PROMOCIONR8119
tablet android,tblenzac50084pe,tab len m9 4g 128g lte,20,139.7,D,lenovo - idea,,
tablet android,tblenzach0149pe,"tablet lenovo tab p12 12.7 3k (2944x1840) ltps touch (in-cell,10-point multi-touch)[",20,393.96,D,lenovo - idea,$349.00,R7944: Detalle de #PROMOCIONR7944; R8216: PROM. BACK TO SCHOOL DESDE $349+IGV - TAB LEN P12 12.7  8GB 256GB - 149PE
tablet android,tblenzada0354pe,"tablet lenovo tab m11, 11 wuxga (1920x1200) ips (in-cell/10-point multi-touch)[@@@]c",20,170.85,D,lenovo - idea,,
tablet android,tblenzadk0113pe,tab len k11 8g 128g 11 lte,20,257.28,D,lenovo - idea,,
tablet android,tblenzae40162pe,tab len idea tab pro 256 wifi,20,408.03,D,lenovo - idea,,
"tablet, accesorios de",acadvfunda7bl,"funda para tablet de 7, negro.[@@@]",6,3.53,Z,zz otras marcas,,
"tablet, accesorios de",accadcsepr35502,"case giratorio advance, negro[@@@]optimiza el usode tu tablet advance con el case gir",6,3.02,Y,advance computer corp,,
"tablet, accesorios de",accbolsoth51451,"bolso para tablet advance, th5145, 7, dorado.[@@@]",18,3.02,,advance computer corp,,
"tablet, accesorios de",accbolsoth51454,"bolso para tablet advance, th5145, 7, coral.[@@@]",20,3.02,,advance computer corp,,
"tablet, accesorios de",acctbmounstogre,"protector para tablet advance, tr3785, 7, verde.[@@@]",20,6.42,D,advance computer corp,,
"tablet, accesorios de",accthkcsm10fhd,funda silicona tablet m10fhd,20,1.61,Y,zz otras marcas,,
"tablet, accesorios de",accthkcsm8,funda de silicona tablet m8,20,5.51,Y,zz otras marcas,,
"tablet, accesorios de",acczzsw001,tag tipo araña / exhibidor de seguridad antirrobocon alarma[@@@]el tag tipo araña / e,20,2.55,Y,advance computer corp,,
"tablet, accesorios de",zzcaseth5447c,"funda para tablet advance th5447, 7, coral.[@@@]protege tu tableta con la funda adva",20,1.01,Z,advance computer corp,,
"tablet, accesorios de",zzhspr435902,headset pr4359 dunk. d2,3,5.03,Z,intense devices,,
teclado inalambrico,kbte4064n,"teclado inalámbrico teros te-4064n, 2.4 ghz, bluetooth 3.0 / 5.2, 80 teclas, negro[@@",20,11.86,D,teros,,R6773: GRATIS((MOUSE PAD) POR LA COMPRA DE UN TECLADO + MOUSE A TAN SOLO $19.3; R6282: PROMO LIQUIDACION!! DESDE $9.9+IGV C/U POR LA COMPRA DE (5)TECLADO KB TE-4064N BT
teclado inalambrico,kbwwhte4070s,"teclado inalámbrico teros te-4070s, 2.4 ghz, bluetooth 3.0 / 5.2, 80 teclas, blanco[@",20,12.86,D,teros,,
teclado para gamers,kbcbkte4068g,"teclado mecánico te-4068g, retroiluminación rainbow, usb 2.0, español, color negro[@@",20,16.08,D,teros,,
teclado para gamers,kbcwhte4069s,"teclado estándar te-4069s, multimedia, usb 2.0, español, color blanco[@@@]el teclado ",0,5.53,D,teros,,
teclado usb,kbcbkte4067s,"teclado estándar teros te-4067s, usb 2.0, negro[@@@]telado estándar en español teros ",20,4.52,D,teros,,R6498: KIT DE VERANO!! DESDE $4.3+ IGV POR LA COMPRA DE MOUSE+ TECLADO; R6494: OFERTA(3) POR LA COMPRA DE TECLADO EST?NDAR USB TE4067 BK
teclado usb,kbte4065n,"teclado lavable teros te-4065n, ipx7, usb, negro[@@@]descubre el teclado teros te-406",20,10.65,D,teros,$9.20,R6397: Detalle de #PROMOCIONR6397
teclado+mouse combo kit,kbmshdste4063n,"kit gamer teros te-4063n, teclado multimedia, mouse, headset, mouse pad[@@@]lleva tu ",20,14.66,D,teros,,R6399: PROMOCION DE VERANO!! POR LA COMPRA DE(5) KB MS HS PAD TEROS TE-4063N
teclado+mouse combo kit,kbmste4062n,"kit teclado y mouse teros te-4062n, usb, acabado elegante, negro, español / óptico[@@",0,4.52,D,teros,,R6842: PROMO(10+1) POR LA COMPRA DE KB MS TEROS TE4062N
teclado+mouse kit inalamb,kbmswbkte4071-b,teclado+mouse std w. te4071,1,5.03,D,teros,,
teclado+mouse kit inalamb,kbmswbkte4071s,"kit teclado y mouse teros te-4071s, inalámbrico, 2.4 ghz, acabado elegante, negro, es",20,6.83,D,teros,,
teclado+mouse kit inalamb,kbmswste4061n,"kit inalámbrico teclado + mouse teros te-4061n, 2.4ghz, receptor nano usb, negro[@@@]",20,6.83,D,teros,,R6280: PROMO *5 TECLADO INALAMBRICO TEROS TE-4061N
televisores led/smart tv,tvadv32fhd0a,"televisor smart advance wadv32fhpe, 32 fhd 1920x1080, wireless, lan, bluetooth[@@@]l",8,111.56,D,advance computer corp,,
televisores led/smart tv,tvadv32uhd0a,"televisor smart advance wadv32hpe, 32 hd 1366x768, wireless, lan, bluetooth[@@@]disf",20,105.53,D,advance computer corp,,
"televisores, racks para",acrackte7112,rack teros te-7112 para televisor retractil de 32 a 75[@@@]mejora tu experiencia de,20,21.31,D,teros,,
ups interactivo,psaur1000lcdusb,"ups interactivo elise fase, aur-1000-lcd-usb, 1000 va / 600 w, puerto inteligente usb",20,120.6,W,elise,,
ups interactivo,upscdprsmart121,"ups interactivo chicago digital power r-smart 1210i, lcd, 1200 va, 720 w, usb.[@@@]ra",0,118.59,W,cdp chicago digital power,,
ups interactivo,upscdprupr1008,"ups cdp r-upr1008i, interactivo, 1000va, 500w, 220vca / 50/60hz (ajuste automático)[@",13,59.3,W,cdp chicago digital power,,
ups online,pseliurt1k,"ups elise plug & power urt-1k, on-line, 1000va, 900w, 220v, usb, 2u.[@@@]",7,404.01,W,elise,,
ups online,pselizen1k,ups elise fase online serie zen 1000va / 900w / 4tomas de salida nema 5-15 / rs232 / ,20,227.13,W,elise,,
ups online,pselizen2k,ups elise fase online serie zen 2000va / 1800w / 4 tomas de salida nema 5-15 / rs232 ,20,391.95,W,elise,$380.00,"R8403: Detalle de #PROMOCIONR8403; R8404: SUPER COMBO, UPS ON LINE 2kVA TOWER + TARJETA DE RED + TRANSFORMADOR DE AISLAMIENTO 3kVA desde $733."
ups online,pselizen6k,ups elise fase online serie zen 6000va / 5400w / bornera entrada - salida 30amp / usb,9,1095.45,W,elise,,
ups online,psupieurt2k,"ups elise plug & power urt-2k, on-line, 2000va, 1800w, 220v, db-9 rs-232/usb.[@@@]",20,602.0,W,elise,$584.00,R8408: Detalle de #PROMOCIONR8408
