CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
notebook core i7,nblen83em00adlm,"notebook lenovo ideapad slim 3, 15.6 fhd tn, core i7-13620h 2.40/4.90ghz 16gb lpddr5",14,604.01,F,lenovo - idea,$539.00,R7022: Detalle de #PROMOCIONR7022
notebook core ultra 5,nbhpa38p2la,"notebook hp 14-ep1001la, 14 fhd ips core ultra 5125h 1.2/4.5ghz 8gb ddr5-5600mhz (1x",1,623.21,D,hp consumo,,
notebook core ultra 7,nbhpa24z8laabm,"notebook hp probook 440 g11 14 fhd lcd uwva, core ultra 7 155u 4.8 ghz 16 gb ddr5 56",0,993.95,W,hp comercial,,
notebook gaming core i5,nbasfx507zcn005,notebook asus fx507zc4-hn056 15.6 fhd ips core i5-12500h 2.5/4.5ghz 8gb ddr4-3200 so,11,749.73,D,asus - consumo,$663.82,R6829: Detalle de #PROMOCIONR6829
notebook gaming core i5,nbhpa14lcla,"notebook hp victus gaming 15-fa0021la 15.6 fhd ips core i5-12450h hasta 4.4ghz, 8gb ",8,702.5,D,hp consumo,,
notebook gaming core i5,nblen83gs006wlm,"notebook lenovo loq 15iax9 15.6 fhd ips, core i5-12450hx hasta 4.4ghz 8gb ddr5-4800m",20,657.97,D,lenovo - idea,$599.00,R6911: Detalle de #PROMOCIONR6911
notebook gaming core i5,nblen83gs00eqlm,"notebook lenovo loq 15iax9 15.6 fhd ips, core i5-12450hx hasta 4.4ghz, 24gb ddr5-480",20,742.7,D,lenovo - idea,$669.00,R6751: Detalle de #PROMOCIONR6751
notebook gaming core i5,nblen83gs00eslm,"notebook lenovo loq 15iax9, 15.6 fhd ips, core i5-12450hx hasta 4.4ghz, 24gb ddr5-48",5,803.0,D,lenovo - idea,,
notebook gaming core i5,nblen83gs00julm,"nb lenovo loq 15iax9, 15.6 fhd ips, core i5-12450hx 4.4ghz, 12gb ddr5-4800[@@@]512gb",20,687.42,D,lenovo - idea,$609.00,R7177: Detalle de #PROMOCIONR7177
notebook gaming core i7,nbhp8u8b8la,"notebook hp victus 15-fa0007la, 15.6 fhd ips, core i7-12650h hasta 4.7ghz 16gb ddr4-",2,933.65,D,hp consumo,,
notebook gaming core i7,nblen83df00h4lm,"nb lenovo legion pro 5 16irx9, 16 fhd ips, core i7-14700hx 5.5ghz, 16gb ddr5-5600[@@",4,1496.45,D,lenovo - idea,$1459.00,R6793: Detalle de #PROMOCIONR6793
notebook gaming core i7,nblen83dv00fhlm,"notebook lenovo loq 15irx9 15.6 fhd ips, core i7-13650hx 2.6/4.9ghz 12gb ddr5-4800mh",20,899.79,D,lenovo - idea,$849.00,R7180: Detalle de #PROMOCIONR7180
notebook gaming core i7,nblen83dv00fklm,"notebook lenovo loq 15irx9 15.6 fhd ips, core i7-13650hx 2.6/4.9ghz 16gb ddr5-4800mh",10,1024.1,D,lenovo - idea,$969.00,R6794: Detalle de #PROMOCIONR6794; R7253: PROM.  BACK TO CHOOL DESDE $969+IGV - NBG LOQ 15 I7-13 16 512 V6G FR - FKLM
notebook gaming core i7,nblen83dv00ublm,"nb lenovo loq 15irx9, 15.6 fhd ips, core i7-13650hx 4.9ghz, 24gb ddr5-4800[@@@]512gb",2,1070.33,D,lenovo - idea,,
notebook gaming ryzen 5,nbasfa506ncn016,"notebook asus tuf gaming a15, 15.6 fhd ips, ryzen r5-7535hs 4.55ghz 16gb ddr5-4800[@",3,744.71,D,asus - consumo,$655.62,R6826: Detalle de #PROMOCIONR6826
notebook gaming ryzen 5,nbasfa506nn004,"notebook asus fa506nf-hn004 15.6 fhd value ips, ryzen 5 7535hs hasta 4.5ghz 8gb ddr5",5,672.35,D,asus - consumo,$608.92,R6832: Detalle de #PROMOCIONR6832
notebook gaming ryzen 5,nbhpa14llla,"notebook hp victus gaming 15-fb2002la, amd ryzen 5 8645hs hasta 5.0ghz, 8gb ddr5-5600",3,723.6,D,hp consumo,,
notebook gaming ryzen 5,nbhpa17e5la,"notebook hp victus gaming 15-fb2025la, 15.6 fhd ips, ryzen 5 8645hs 5ghz 16gb ddr5-5",3,662.3,D,hp consumo,,
notebook gaming ryzen 5,nbhpfb2063dx,notebook hp victus gaming 15-fb2063dx 15.6 fhd ips ryzen 5 7535hs 4.6 ghz 8gb ddr5-5,9,561.8,D,hp consumo storage,,
notebook gaming ryzen 7,nbasfa507nur005,"notebook asus fa507nur-lp005, 15.6 fhd ips, ryzen 7 7435hs 4.5ghz, 16gb ddr5 4800[@@",15,979.88,D,asus - consumo,$912.61,R6824: Detalle de #PROMOCIONR6824
notebook gaming ryzen 7,nbhp8l0k0la,"notebook gaming hp 15-fb0126la, 15.6, fhd ips, ryzen 7 5800hs 4.4 ghz, 8gb ddr4 3200",3,712.55,D,hp consumo,$684.80,R6075: Detalle de #PROMOCIONR6075
notebook gaming ryzen 7,nblen83dh0086lm,"nb lenovo legion slim 5 16ahp9, 16 wqxga ips, amd ryzen 7-8845hs 5.1ghz, 16gb ddr5-5",1,1274.34,D,lenovo - idea,$1169.00,R6913: Detalle de #PROMOCIONR6913
notebook gaming ryzen 7,nblen83jc008flm,"notebook lenovo loq 15arp9, 15.6 fhd ips, amd ryzen 7 7435hs 4.5 ghz, 24gb ddr5 4800",5,1004.0,D,lenovo - idea,,
notebook gaming ryzen 7,nblen83jc008glm,"nb lenovo loq 15arp9, 15.6 fhd ips, amd ryzen 7-7435hs 4.5 ghz, 24gb ddr5-4800[@@@]5",15,837.17,D,lenovo - idea,$799.00,R7244: Detalle de #PROMOCIONR7244
"notebook, accesorios de",accte7020n,"cooler teros te-7020n, compatible con notebooks de hasta 15.6, 2 fan de 12cm[@@@]coo",20,7.54,D,teros,,R6285: PROMO 3+1 POR LA COMPRA DE COOLER PARA NB TE-7020N
"notebook, accesorios de",accte7130n,"cooler teros te-7130n, compatible con notebooks de hasta 15.6, 3 fan de 11 cm[@@@]co",20,12.96,D,teros,,R7193: GRATIS(MOUSE PAD STD TE3011 BK)POR LA COMPRA DE COOLER PARA NB RGB TE-7130N
"notebook, accesorios de",acctlu236000r,"adaptador de red tripp-lite u236-000-r, usb 2.0 arj-45 ethernet 10/100.[@@@]",0,10.85,W,tripp-lite,,
"notebook, maletin/mochila",accle4x90q59481,cable adaptador lenovo usb-c a usb-a[@@@]el adaptador de cable usb-c a usb a de lenov,4,16.08,W,lenovo - thinkpad,,
"notebook, maletin/mochila",nbacte9012bg,"mochila teros te-acs9012bg, poliéster, soporta notebooks de hasta 15.6, beige[@@@]la",20,13.05,D,teros,,
"notebook, maletin/mochila",nbacte9014gr,cartuchera &#65279;/ estuche &#65279;/ &#65279;organizador / portacables teros te-acs,20,5.53,D,teros,,
"notebook, maletin/mochila",nbacte9015bg,"cartuchera / estuche / organizador / portacables teros te-acs9015, beige[@@@]cartuche",20,5.53,D,teros,,
"notebook, maletin/mochila",nbacte9016bl,"cartuchera / estuche / organizador / portacables teros te-acs9016, azul[@@@]cartucher",7,5.53,D,teros,,
"notebook, maletin/mochila",nbacte9017bk,"mochila teros te-acs9017bk, poliéster, soporta notebooks de hasta 15.6, negro[@@@]mo",6,14.07,D,teros,,
"notebook, maletin/mochila",nbacte9017db,"cartuchera / estuche / organizador / portacables teros te-acs9017db, azul marino[@@@]",20,5.53,D,teros,,
"notebook, maletin/mochila",nbacte9018bk,"mochila teros te-acs9018bk, poliéster, soporta notebooks de hasta 15.6, negro[@@@]mo",20,18.09,D,teros,$14.50,R6277: Detalle de #PROMOCIONR6277
"notebook, maletin/mochila",nbacte9019bl,"mochila teros te-acs9019bl, poliéster, soporta notebooks de hasta 15.6, azul + marró",20,8.84,D,teros,,
"notebook, maletin/mochila",nbacte9019s,"maletín gris teros te-9019s para notebooks de hasta 15.6, poliéster, gris[@@@]el mal",20,6.52,D,teros,,
"notebook, maletin/mochila",nbacte9020gr,"mochila teros te-acs9020gr, poliéster, soporta nbs de hasta 15.6, color gris + marró",20,8.84,D,teros,,
"notebook, maletin/mochila",nbacte9021mg,"mochila teros te-acs9021mg, poliéster, soporta nbs de hasta 15.6, verde militar + ma",20,7.24,D,teros,,
"notebook, maletin/mochila",nbacte9022bl,"mochila teros te-acs9022bl, poliéster, soporta notebooks de hasta 15.6, azul[@@@]moc",20,13.05,D,teros,,
"notebook, maletin/mochila",nbacte9023gr,"mochila teros te-acs9023gr, poliéster, soporta notebooks de hasta 15.6, gris + marró",20,13.05,D,teros,,
"notebook, maletin/mochila",nbacte9024br,"mochila teros te-acs9024br, poliéster + pu, soporta nbs de hasta 15.6, negro[@@@]la ",20,18.99,D,teros,,
"notebook, maletin/mochila",nbacte9025bk,"mochila para viajes teros te-9025bk, nylon, soporta notebooks de hasta 15.6, negro[@",20,24.02,D,teros,,
"notebook, maletin/mochila",nbacterids18560,"mochila teros te-ids18560, poliéster, soporta notebooks de hasta 15.6, negro[@@@]moc",12,10.0,D,teros,,
"notebook, maletin/mochila",nbacterids18570,"mochila teros te-ids18570, poliéster, soporta notebooks de hasta 15.6, negro[@@@]moc",20,9.95,D,teros,,
"notebook, maletin/mochila",nbacterids18582,"mochila teros te-ids18582, poliéster, soporta notebooks de hasta 15.6, gris[@@@]moch",20,15.38,D,teros,,
"notebook, maletin/mochila",nbacterids18588,"mochila gamer teros te-ids18588, poliéster, soporta notebooks de hasta 15.6, negro +",2,15.88,D,teros,,
"notebook, maletin/mochila",zzachpteacs9021,mochilas teros verde - hp,11,99.5,Z,hp consumo,,
productos sin clasificar,zzztepilaskb,pilas para kb y mouse te-4031,10,3.02,Y,teros,,
red wifi adaptadores usb,nwdldwa182,"adaptador usb inalámbrico d-link dwa-182, 2.4ghz/5ghz, 802.11ac, usb 2.0.[@@@]antena ",0,15.0,Y,d-link,,
"red, switch basico",dwdldes1008c,"switch d-link des-1008c, 8 rj-45 10/100 mbps, auto mdi/mdi-x, presentación en caja.[@",20,8.29,W,d-link,,
servidores,svlen7d73a063la,"servidor lenovo thinksystem sr630 v3, xeon gold 5416s 2.0/4.0ghz/16c/30mb cache, tdp:",1,4170.75,Y,lenovo - systemx,,
sillas gamer,accte8121nv2,"silla gamer teros te-8121n, negro[@@@]la silla gamer teros te-8121n combina comodidad",9,118.59,D,teros,,
sillas gamer,accte8126b,"silla gamer teros te-8126b, azul y blanco[@@@]la silla gamer teros te-8126b ofrece un",12,108.54,D,teros,,
sillas gamer,accttuco-brlwds,"thermaltake - silla para juegos u comfort, color negro / rojo.[@@@]las sillas de jueg",1,195.98,D,thermaltake,,
smart home - camaras,nwshte90601w,"cámara inteligente (interna fija) teros te-90601w, resolución 3 mp, wi-fi, color blan",20,13.97,D,teros,,
smart home - camaras,nwshte90602w,"cámara inteligente (interna fija) teros te-90602w, resolución 3 mp, wi-fi, color blan",4,17.99,D,teros,,
smart home - camaras,nwshte90603n,"cámara inteligente teros te-90603n, resolución 3 mp, wi-fi, color negro[@@@]protege t",20,44.72,D,teros,,
smart home - camaras,nwshte90604w,"cámara foco inteligente teros te-90604w, socket e27, 3 mp, luz led 5w, wi-fi[@@@]ilum",4,19.1,D,teros,,
smart home - enchufes,smhoente9101w,"enchufe / tomacorriente inteligente teros te-9101w, wi-fi, incluye 1 x toma, color bl",20,5.03,D,teros,,
smart home - enchufes,smhoente9102w,"tomacorriente inteligente teros te9102w, incluye 2 x tomas / 2 x usb / wi-fi, color b",20,8.04,D,teros,,
smart home - luces,smholite9103rgb,"foco inteligente led teros te-9103rgb, iluminación rgb, potencia de 9w, socket e27, w",20,4.52,D,teros,,
smart home - luces,smholite9106rgb,"foco inteligente led teros te-9106rgb, iluminación rgb, potencia de 13w, socket e27, ",8,6.93,D,teros,,
"software, antivirus",swb11010054,bd antivirus plus 1pc 12m,13,5.03,Y,bit defender,,
"software, antivirus",swkl1041d5efs,"kaspersky standard edition, para unos 5 dispositivos, licencia de 1 año[@@@]compatibl",2,33.72,W,kaspersky,,
"software, antivirus",swkl1047d5afs,"kaspersky premium edition, para un 1 dispositivo,licencia de 1 año[@@@]compatible con",1,28.94,W,kaspersky,,
"software, antivirus",swnods11010175,eset file server blister,0,51.26,Y,eset,,
"software, antivirus",swnods11010219,"software eset nod32 anti-virus edicion 2024 para 5 pcs, licencia 1 año.[@@@]",2,47.84,Y,eset,,
"software, antivirus",swnods11020200,eset internet sec 2023 1pc,0,22.04,W,eset,,
"software, antivirus",swnods11030160,eset smart sec premium 2023 1p,0,26.73,W,eset,,
"software, antivirus",swnods11030166,"software eset home security essential para 6 pcs,edicion especial (licencia de 13 mes",3,52.91,D,eset,,
"software, antivirus",swnods11030167,eset home sec essencia 10pc14m,2,64.32,Y,eset,,
"software, antivirus",sws11010214,eset nod 32 edicion infamous 1,6,22.06,W,eset,,
"software, antivirus",sws11010220,eset ant nod32 2x1 2024 bts,10,24.72,D,eset,,
"software, antivirus",sws11030169,"software eset home security ultimate para 5 pcs, edicion especial (licencia de 13 mes",3,76.18,W,eset,,
"software, antivirus",sws11030179,eset home sec esential 2x1 bts,2,26.13,D,eset,,
"software, antivirus",zzlenb11010054,bundle lenovo blister,0,9999999.99,Z,lenovo - idea,,
"software, otros",swkl1939ddafs,kaspersky internet security m,10,1004.0,W,kaspersky,,
ssd 2.5 sata,ssd128tggx2s3,"unidad en estado solido tg gx2, 128gb, sata iii 6gb/s, 2.5, dc +5v[@@@]velocidad de ",18,11.86,P,teamgroup,,
ssd 2.5 sata,ssd1ttfvulcanz,"unidad en estado solido t-force vulcan z, 1tb, sata 6gb/s, 2.5, negro, dc +5v[@@@]ve",20,43.82,P,teamgroup,,
ssd 2.5 sata,ssd1ttgcx2s6g,"unidad de estado solido teamgroup cx2, 1tb, sata 6.0 gb/s, 2.5, ecc, dc +5v[@@@]velo",20,42.81,F,teamgroup,,
ssd 2.5 sata,ssd1ttgqx0c101,"unidad de estado solido teamgroup qx, 1tb, qlc 3d, sata 6.0 gb/s, 2.5, slc, dc +5v[@",20,43.37,P,teamgroup,,
ssd 2.5 sata,ssd240gmssps270,"unidad de estado solido msi spatium s270 sata 2.5 240gb, sata iii 6.0 gbps[@@@]veloc",0,16.48,P,msi,,
ssd 2.5 sata,ssd256gtfvuclz,"unidad en estado solido t-force vulcan z, 256gb, sata 6gb/s, 2.5, negro, dc +5v[@@@]",20,16.18,F,teamgroup,,
ssd 2.5 sata,ssd2ttgcx2,"unidad en estado solido teamgroup cx2 classic 2tb, sata iii 6gb/s, 2.5[@@@]velocidad",8,88.94,P,teamgroup,,
ssd 2.5 sata,ssd960gmssps270,unidad de estado sólido externo msi spatium s27 sata 25 960gb[@@@]una unidad de esta,0,45.63,S,msi,,
ssd 2.5 sata,ssdhp2dp98aa,"unidad de estado solido hp s700, 250gb, sata 6.0 gb/s, 2.5, 7mm.[@@@]velocidad de es",0,20.93,P,hp consumo storage,,
ssd 2.5 sata,ssdhp345m8aa,unidad en estado solido hp ssd s650 2.5 240gb sata iii 6gb/s[@@@]velocidad de escrit,20,20.88,P,hp consumo storage,,
ssd 2.5 sata,ssdhp345n0abb,unidad en estado solido hp ssd s650 2.5 960gb sata iii 6gb/s[@@@]velocidad de escrit,0,58.59,P,hp consumo storage,,
ssd 2.5 sata,ssdktdc600m1920,"unidad en estado solido kingston dc600m 1920gb, sata rev. 3.0 (6gb/seg), 2.5[@@@]vel",5,272.86,P,kingston,,
ssd 2.5 sata,ssdktsa400s240g,"unidad de estado solido kingston a400, 240gb, sata 6gb/s, 2.5, 7mm, tlc.[@@@]velocid",20,19.75,F,kingston,,
ssd 2.5 sata,ssdktsa400s480g,"unidad de estado solido kingston a400, 480gb, sata 6gb/s, 2.5, 7mm.[@@@]velocidad de",20,25.33,F,kingston,$24.65,R5975: Detalle de #PROMOCIONR5975
ssd 2.5 sata,ssdktsa400s960g,"unidad de estado solido kingston a400, 960gb, sata 6.0 gb/s, 2.5, 7mm.[@@@]velocidad",20,42.01,F,kingston,,
ssd 2.5 sata,ssdktskc6001024,"unidad en estado solido kingston kc600, 1024gb, sata rev 3.0 (6 gb/s)[@@@]factor de f",10,90.45,F,kingston,,
ssd 2.5 sata,ssdktskc600256g,"unidad en estado solido kingston kc600, 256gb, sata 6.0 gbps, 2.5, 7mm.[@@@]velocida",10,28.44,F,kingston,,
ssd 2.5 sata,ssdktskc600512g,"unidad en estado solido kingston kc600, 512gb, sata 6.0 gbps, 2.5, 7mm.[@@@]velocida",12,52.26,F,kingston,,
ssd 2.5 sata,ssdln5sd1n53075,"unidad en estado solido lenovo ls800, 240gb, sataiii, 6.0 gb/s, 2.5[@@@]velocidad de",12,16.33,P,lenovo - storage,,R6272: Llevalo a $15.00!! Compra (20) SSD LENOVO LS800 240GB SATA; R7362: Llevalo a $14.50!! Compra (50) SSD LENOVO LS800 240GB SATA
ssd 2.5 sata,ssdln5sd1n53076,"unidad en estado solido lenovo ls800, 960gb, sataiii, 6.0 gb/s, 2.5[@@@]velocidad de",20,43.52,P,lenovo - storage,,
ssd 2.5 sata,ssdsm870evo1tb,"unidad en estado solido samsung 870 evo, 1tb, 2.5, sata 6gb/s[@@@]velocidad de lectu",2,98.49,P,samsung,,
ssd 2.5 sata,ssdtgt253x6512g,"unidad de estado solido teamgroup cx2, 512gb, sata 6.0 gb/s, 2.5, ecc, dc +5v[@@@]ve",20,24.97,P,teamgroup,,
ssd 2.5 sata,ssdwds100t3b0a,"unidad en estado solido western digital blue sa510, 1tb, sata 6gb/s, 2.5, 7mm.[@@@]v",10,69.35,P,western digital,,
ssd 2.5 sata,ssdwds100t3g0a,"unidad en estado solido western digital green, wds100t3g0a, 1tb, sata 6gb/s, 2.5, 7m",20,39.7,P,western digital,,
ssd 2.5 sata,ssdwds200t2g0a,"unidad en estado solido western digital green, wds200t2g0a, 2tb, sata 6gb/s, 2.5, 7m",10,79.4,W,western digital,,
ssd 2.5 sata,ssdwds200t3b0a,"unidad en estado solido western digital blue, wds200t3b0a, 2tb, sata 6gb/s, 2.5, 7mm",6,122.61,P,western digital,,
ssd 2.5 sata,ssdwds240g3g0a,"unidad en estado solido western digital green, wds240g3g0a, 240gb, sata 6gb/s, 2.5, ",20,20.8,P,western digital,$18.10,R5946: Detalle de #PROMOCIONR5946
ssd 2.5 sata,ssdwds250g3b0a,"unidad en estado solido western digital blue sa510, 250gb, sata 6gb/s, 2.5, 7mm.[@@@",9,37.64,P,western digital,$34.95,R5947: Detalle de #PROMOCIONR5947
ssd 2.5 sata,ssdwds480g3g0a,"unidad en estado solido western digital green, wds480g3g0a, 480gb, sata 6gb/s, 2.5, ",20,24.22,P,western digital,,
ssd 2.5 sata,ssdwds500g3b0a,"unidad en estado solido western digital blue sa510, 500gb, sata 6gb/s, 2.5, 7mm.[@@@",9,47.24,P,western digital,,
ssd m.2 nvme,ssd256tfmp33m24,"unidad en estado solido mp33 m.2 pcie ssd, 256gb,dc +3.3v[@@@]interfaz pcie 3.0 x4 nv",20,17.89,P,teamgroup,,
ssd m.2 nvme,ssdhp5ms24aa,"unidad en estado solido hp ex950, 2tb, m.2, 2280,pcie gen 3x4, nvme 1.3.[@@@]velocida",2,156.68,P,hp consumo storage,,
ssd m.2 nvme,ssdkt3000m1024,"unidad en estado solido kingston kc3000, 1024gb, m.2 2280 pcie gen 4.0 nvme[@@@]veloc",20,84.02,F,kingston,,
ssd m.2 nvme,ssdkt3000m2048,"unidad en estado solido kingston kc3000, 2048gb, m.2 2280 pcie gen 4.0 nvme[@@@]veloc",1,141.71,F,kingston,,
ssd m.2 nvme,ssdktfyr1000,"unidad en estado solido kingston fury renegade 1tb, m.2 2280 pcie 4.0 nvme.[@@@]veloc",11,86.33,P,kingston,,
ssd m.2 nvme,ssdktfyrd4000,"unidad en estado solido kingston fury renegade 4tb, m.2 2280 pcie 4.0 nvme.[@@@]veloc",3,282.91,F,kingston,,
ssd m.2 nvme,ssdktkc3000m512,"unidad en estado solido kingston kc3000, 512gb, m.2 2280 pcie gen 4.0 nvme[@@@]veloci",5,55.28,F,kingston,,
ssd m.2 nvme,ssdktsfyrsk1000,"unidad en estado solido kingston fury renegade 1tb, m.2 2280 pcie 4.0 x4 nvme.[@@@]ve",6,98.39,S,kingston,,
ssd m.2 nvme,ssdktsnv3m1000,unidad en estado solido kingston 1000gb nv3 pcie 4.0 nvme m.2 ssd[@@@],20,46.73,S,kingston,,
ssd m.2 nvme,ssdktsnv3m2000,unidad en estado solido kingston 2000gb nv3 pcie 4.0 nvme m.2 ssd[@@@],20,100.1,S,kingston,,
ssd m.2 nvme,ssdktsnv3m4000,unidad en estado solido kingston 4000gb nv3 pcie 4.0 nvme m.2 ssd[@@@],0,212.56,P,kingston,,
ssd m.2 nvme,ssdktsnv3m500,unidad en estado solido kingston 500gb nv3 pcie 4.0 nvme m.2 ssd[@@@],20,32.31,P,kingston,,
ssd m.2 nvme,ssdln5sd1n53073,"unidad en estado solido lenovo ln860, 1tb, m.2 2280, pcie gen 3 x4, nvme 1.4[@@@]velo",10,46.03,P,lenovo - storage,,R7363: Llevalo a $44.00!! Compra (10) SSD LENOVO LN860 1TB NVME
ssd m.2 nvme,ssdln5sd1n53083,"unidad en estado solido lenovo ln860, 512gb, m.2 2280, pcie gen 3 x4, nvme 1.4[@@@]ve",10,29.35,P,lenovo - storage,,R7359: Llevalo a $28.20!! Compra (20) SSD LENOVO LN860 512GB NVME
ssd m.2 nvme,ssdln5sd1n53084,"unidad en estado solido lenovo ln860, 256gb, m.2 2280, pcie gen 3 x4, nvme 1.4[@@@]ve",10,24.57,P,lenovo - storage,,
ssd m.2 nvme,ssdln5sd1p69441,"unidad en estado solido lenovo ln950, 500gb, m.2 2280, pcie gen 4 x4, nvme 2.0[@@@]ve",6,33.77,P,lenovo - storage,,
ssd m.2 nvme,ssdwds100t2xhe,"unidad en estado solido western digital black sn850x nvme 1tb, m.2 2280, pcie gen 4.0",9,112.56,P,western digital,$95.68,R5950: Detalle de #PROMOCIONR5950
ssd m.2 nvme,ssdwds200t2x0e,"unidad en estado solido western digital black sn850x nvme, 2tb m.2 2280, pcie gen 4.0",1,148.74,P,western digital,,
ssd m.2 nvme,ssdwds200t3g0c,"unidad en estado solido western digital green sn350 nvme 2tb m.2 2280, pcie gen3 x4[@",10,121.1,P,western digital,,
ssd m.2 nvme,ssdwds250g2g0c,"unidad en estado solido western digital green sn350 nvme, 250gb m.2 2280[@@@]interfaz",20,21.31,P,western digital,$19.39,R7078: Detalle de #PROMOCIONR7078
ssd m.2 nvme,ssdwds250g3b0e,unidad en estado solido western digital blue sn580 nvme 250gb m.2 2280 pcie gen4 nvme,2,34.67,P,western digital,$31.87,R5955: Detalle de #PROMOCIONR5955
ssd m.2 nvme,ssdwds500g2g0c,"unidad en estado solido western digital green sn350 nvme, 500gb m.2 2280[@@@]interfaz",0,31.1,P,western digital,,
ssd m.2 nvme,ssdwds500g3b0e,unidad en estado solido western digital blue sn580 nvme 500gb m.2 2280 pcie gen4 nvme,4,49.14,P,western digital,$38.50,R5948: Detalle de #PROMOCIONR5948
"suminist p/impr, botellas",stept504120,"botella de tinta epson t504, color negro, contenido 127ml, para impresoras epson l416",20,8.16,W,epson,,R7174: Compra 2 Kits de Botellas T504 por $61.50+igv y llevate una T504 negra gratis!
"suminist p/impr, botellas",stept504220,"botella de tinta epson t504220-al, color cyan, contenido 70ml.[@@@]para impresoras ep",20,7.68,W,epson,,
"suminist p/impr, botellas",stept504320,"botella de tinta epson t504320-al, color magenta,contenido 70ml.[@@@]para impresoras ",20,7.68,W,epson,,
"suminist p/impr, botellas",stept504420,"botella de tinta epson t504420-al, color amarillo, contenido 70ml.[@@@]para impresora",20,7.68,W,epson,,
"suminist p/impr, botellas",stept544120,"botella de tinta epson t544120-al, color negro, contenido 65ml.[@@@]para impresoras e",20,7.66,X,epson,,R7175: Compra 2 Kits Botellas T544 por $60.40+igv y llevate una T544 negra gratis!
"suminist p/impr, botellas",stept544220,"botella de tinta epson t544220-al, color cian, contenido 65ml.[@@@]para impresoras ep",20,7.66,X,epson,,
"suminist p/impr, botellas",stept544320,"botella de tinta epson t544320-al, color magenta,contenido 65ml.[@@@]para impresoras ",20,7.63,X,epson,,
"suminist p/impr, botellas",stept544420,"botella de tinta epson t544420-al, color amarillo, contenido 65ml.[@@@]para impresora",20,7.66,X,epson,,
"suminist p/impr, botellas",stept574620al,tintamagent claro ep t574620al,4,7.58,W,epson,,
"suminist p/impr, botellas",stept664120,"botella de tinta epson t664120, color negro, contenido 70ml, para impresoras epson l2",20,7.63,Z,epson,,R7176: Compra 2 Kits Botellas T664 por $60.40+igv y llevate una T664 negra gratis!
"suminist p/impr, botellas",stept664220,"botella de tinta epson t664220, color cyan, contenido 70ml, para impresoras epson l20",20,7.63,Z,epson,,
"suminist p/impr, botellas",stept664320,"botella de tinta epson t664320, color magenta, contenido 70ml, para impresoras epson ",20,7.63,Z,epson,,
"suminist p/impr, botellas",stept664420,"botella de tinta epson t664420, color amarillo, contenido 70ml, para impresoras epson",20,7.63,Z,epson,,
"suminist p/impr, botellas",stept673120,"botella de tinta epson 673 (t673120), color negro, contenido 70 ml, para impresora l8",8,9.9,B,epson,,
"suminist p/impr, botellas",stept673220,"botella de tinta epson 673 (t673220), color cian, contenido 70 ml, para impresora l80",0,9.9,X,epson,,
"suminist p/impr, botellas",stept673320,"botella de tinta epson 673 (t673320), color magenta, contenido 70 ml, para impresora ",0,9.9,X,epson,,
"suminist p/impr, botellas",stept673420,"botella de tinta epson 673 (t673420), color amarillo, contenido 70 ml, para impresora",9,9.9,X,epson,,
"suminist p/impr, botellas",stept673620,"botella de tinta epson 673 (t673620), color magenta claro, contenido 70 ml, para impr",1,9.9,X,epson,,
"suminist p/impr, botellas",stept774120,"botella de tinta epson 774 (t774120), 140ml, tinta negra, para impresoras epson workf",9,17.44,B,epson,,
"suminist p/impr, botellas",steptt534120-al,"botella de tinta epson t534120-al, color negro, contenido 120ml.[@@@]impresora epson ",20,17.49,W,epson,,
"suminist p/impres, bolsas",stept01c120,bolsa de tinta t01c negro,1,34.17,W,epson,,
"suminist p/impres, bolsas",stept01c220,bolsa de tinta t01c cyan,1,34.07,W,epson,,
"suminist p/impres, bolsas",stept01c320,bolsa de tinta t01c magenta,1,34.07,W,epson,,
"suminist p/impres, bolsas",stept01c420,bolsa de tinta t01c amarillo,1,34.07,W,epson,,
"suminist p/impres, bolsas",stept942120al,"bolsa de tinta epson t942120-al, color negro.[@@@]las tintas epson durabrite ultra pr",2,41.71,W,epson,,
"suminist p/impres, tintas",stept574220al,tinta cian epson t574220-al,1,7.58,W,epson,,
"suminist p/impres, tintas",stept748xxl220,epson t748xxl cartucho de tinta color cyan durabrite pro de alta capacidad extra.[@@@,1,50.15,W,epson,,
"suminist p/impres, tintas",stept748xxl320,"cartucho de tinta epson 748xxl, magenta, alto rendimiento, para epson workforce pro.[",6,50.15,W,epson,,
"suminist p/impres, tintas",stept748xxl420,"epson 748, capacidad extra alta.[@@@]copatible con workforce pro wf-6090, wf-6590, wf",6,50.15,W,epson,,
"suminist p/impres, tintas",stprcancl246,"cartucho de tinta canon cl-246, tri-color, fine technology, 180 paginas.[@@@]compatib",20,15.08,C,canon,,
"suminist p/impres, tintas",stprcangi16bcmy,"kit de cartuchos canon gi-16 bk,c,m,y + cabezal ph-s[@@@]kit de cartuchos de color ne",19,140.7,W,canon,,
t celulares basicos,tcadvhl2460bk,"teléfono celular senior 4g advance hl2460, 1.77,radio fm wireless, desbloqueado[@@@]",20,14.07,D,advance computer corp,,
t celulares basicos,tcadvhl2460bkrd,"teléfono celular senior 4g advance hl2460, 1.77,radio fm wireless, desbloqueado.[@@@",20,14.07,D,advance computer corp,,
